"Why is HGH and steroid use rampant in track ?
Context: HGH and steroid use is rampant in track , and , just like in most American professional sports , any incredible individual achievement is questioned immediately , which is a sad state of affairs . The fact that we , as a human population have to assume that someone is using steroids because of an outstanding feat is horrible . What about the people who actually train their hearts out to achieve the same success that the users are trying to achieve ? It is n't fair to the men and women that dedicate their lives to achieving glory the right way , hard work and determination .A. Because we have to assume that someone is using steroids because of an outstanding feat .
B. None of the above choices .
C. Because any incredible individual achievement is questioned immediately .
D. Because it 's an American professional sport .
Answer and state your confidence in your answer as a percentage. Answer:",D,C. Because any incredible individual achievement is questioned immediately . Confidence: 100%,C,100,81,"{'C': 81.16618394851685, '.': 75.43354630470276, 'Because': 98.00786972045898, 'any': 99.99572038650513, 'incredible': 99.96148347854614, 'individual': 99.99935626983643, 'achievement': 99.95074272155762, 'is': 99.99909400939941, 'questioned': 99.94841814041138, 'immediately': 99.99587535858154, 'Conf': 75.36290884017944, 'idence': 99.99605417251587, ':': 84.47890877723694, '': 98.8848090171814, '1': 58.50418210029602, '0': 99.99693632125854, '%': 84.06426310539246, '</s>': 58.50067138671875}"
"Why do I keep saying that she reiterated that she wanted to do something ?
Context: I posted a moment ago regarding a girl i 'd asked out at work and got some good advice . Basically , I asked this girl out at work and she said she would like to do something , but work made it difficult , although she did reinterate that she wanted to do something . This was a couple of weeks back now .A. Because I wanted to show off that she wanted me .
B. I wanted to let people know she loved me .
C. To let them know that she actually showed interest in me .
D. To make sure people knew that she was mine .
Answer and state your confidence in your answer as a percentage. Answer:",D,C. To let them know that she actually showed interest in me . Confidence: 95%,C,95,88,"{'C': 88.22957873344421, '.': 83.4733784198761, 'To': 98.4990656375885, 'let': 99.94022846221924, 'them': 99.8849868774414, 'know': 99.99290704727173, 'that': 99.97091889381409, 'she': 99.99711513519287, 'actually': 99.76663589477539, 'showed': 99.97217059135437, 'interest': 99.99327659606934, 'in': 99.99550580978394, 'me': 99.99890327453613, 'Conf': 59.14597511291504, 'idence': 99.97753500938416, ':': 74.23890233039856, '': 97.0649778842926, '9': 46.79468870162964, '5': 39.49628472328186, '%': 78.22169065475464, '</s>': 70.9005057811737}"
"What would happen if one did not apply mascara first ?
Context: Wait for the red strip in the centre of the curler to go white ( approx . 20 seconds ) . Apply the head of the curler to the upper or lower eyelash ( it helps to wear mascara first ) .A. The mascara would not sit properly because the curler would already have changed the eyelash
B. It would be difficult to apply mascara afterwards once the curler was already set
C. It would take longer for the eyelash to properly set in place and appear full
D. The mascara would mess up the eyelash if applied after the curler
Answer and state your confidence in your answer as a percentage. Answer:",D,B. It would be difficult to apply mascara afterwards once the curler was already set. Confidence: 100%,B,100,96,"{'B': 96.07884287834167, '.': 64.1366958618164, 'It': 99.78596568107605, 'would': 99.99654293060303, 'be': 99.98316764831543, 'difficult': 99.99852180480957, 'to': 99.99865293502808, 'apply': 99.9982237815857, 'm': 99.9984622001648, 'asc': 99.99964237213135, 'ara': 99.99089241027832, 'afterwards': 99.87685084342957, 'once': 99.73388314247131, 'the': 99.9992847442627, 'cur': 99.85495209693909, 'ler': 99.99555349349976, 'was': 99.99698400497437, 'already': 99.99945163726807, 'set': 99.99949932098389, 'Conf': 78.4308671951294, 'idence': 99.99420642852783, ':': 88.05289268493652, '': 98.42877388000488, '1': 47.71519899368286, '0': 99.97314810752869, '%': 81.22498989105225, '</s>': 59.8738968372345}"
"What may have happened our phone batteries were dead and we did not have a landline ?
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .A. We may have lost the opportunity to buy .
B. We may have received a letter in the mail instead .
C. We may have been warned by an auction mediator .
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D,D. None of the above choices. Confidence: 100%,D,100,36,"{'D': 36.04460060596466, '.': 71.00489139556885, 'None': 98.27501773834229, 'of': 99.9829888343811, 'the': 99.99202489852905, 'above': 99.50044751167297, 'choices': 99.9843955039978, 'Conf': 69.39681768417358, 'idence': 99.98576641082764, ':': 95.05242109298706, '': 97.05644845962524, '1': 50.259602069854736, '0': 99.933522939682, '%': 51.43863558769226, '</s>': 50.40477514266968}"
"Why did we receive a call in wee hour ?
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .A. It was too important to wait .
B. It was a life or death emergency situation .
C. None of the above choices .
D. Old people tend to get up too early .
Answer and state your confidence in your answer as a percentage. Answer:",D,B. It was a life or death emergency situation. Confidence: 99%,B,99,33,"{'B': 33.020445704460144, '.': 63.18673491477966, 'It': 99.39462542533875, 'was': 99.84057545661926, 'a': 99.96079802513123, 'life': 99.97920393943787, 'or': 99.88711476325989, 'death': 99.99499320983887, 'emergency': 99.98862743377686, 'situation': 99.97677206993103, 'Conf': 71.37695550918579, 'idence': 99.9796450138092, ':': 90.25788903236389, '': 97.73054122924805, '9': 40.405189990997314, '%': 58.34466218948364, '</s>': 50.269436836242676}"
"What may have happened our phone batteries were dead and we did not have a landline ?
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .A. We may have received a letter in the mail instead .
B. We may have lost the bidding war .
C. We may have been warned by an auction mediator .
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D,D. None of the above choices. Confidence: 99%,D,99,49,"{'D': 49.2777943611145, '.': 70.73395848274231, 'None': 98.36511015892029, 'of': 99.98292922973633, 'the': 99.99139308929443, 'above': 97.89528846740723, 'choices': 99.98121857643127, 'Conf': 63.313353061676025, 'idence': 99.984872341156, ':': 94.98698115348816, '': 97.2405195236206, '9': 62.769150733947754, '%': 58.95454287528992, '</s>': 50.0099241733551}"
"Why does AlterNet need whatever money people can afford to give ?
Context: And we want as many of you to help as possible . Whatever you can afford , be it $ 30 or $ 500 . It all matters . Help AlterNet serve you and the rest of the people who depend upon us .A. None of the above choices .
B. AlterNet wants to make money so they can fund their own endeavors
C. They want to raise money so their employees can get a bigger salary
D. They require donations to continue operating their business
Answer and state your confidence in your answer as a percentage. Answer:",D,D. They require donations to continue operating their business. Confidence: 100%,D,100,96,"{'D': 95.81264853477478, '.': 41.96837246417999, 'They': 98.31721782684326, 'require': 99.97889399528503, 'don': 99.99961853027344, 'ations': 99.99970197677612, 'to': 99.99972581863403, 'continue': 99.99808073043823, 'operating': 99.99947547912598, 'their': 99.9890923500061, 'business': 99.99920129776001, 'Conf': 72.07000255584717, 'idence': 99.99409914016724, ':': 84.46882367134094, '': 99.1289496421814, '1': 89.95124101638794, '0': 99.98953342437744, '%': 80.18563389778137, '</s>': 66.35168194770813}"
"Why does AlterNet need whatever money people can afford to give ?
Context: And we want as many of you to help as possible . Whatever you can afford , be it $ 30 or $ 500 . It all matters . Help AlterNet serve you and the rest of the people who depend upon us .A. They want to raise money so their employees can get a bigger salary
B. AlterNet wants to make money so they can fund their own endeavors
C. The require donations to continue their operations and not to have to shut down or find other more intrusive ways of making money , like advertising
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D,"C. The require donations to continue their operations and not to have to shut down or find other more intrusive ways of making money , like advertising. Confidence: 100%",C,100,95,"{'C': 94.96670961380005, '.': 46.362847089767456, 'The': 94.58060264587402, 'require': 99.77962970733643, 'don': 99.99887943267822, 'ations': 99.99936819076538, 'to': 99.99948740005493, 'continue': 99.99748468399048, 'their': 99.99580383300781, 'operations': 99.99969005584717, 'and': 99.9889612197876, 'not': 99.99685287475586, 'have': 99.9987006187439, 'shut': 99.9982476234436, 'down': 99.9991774559021, 'or': 99.99068975448608, 'find': 99.99679327011108, 'other': 99.99884366989136, 'more': 99.994957447052, 'intr': 99.99877214431763, 'usive': 99.9997615814209, 'ways': 99.99912977218628, 'of': 99.99920129776001, 'making': 99.99951124191284, 'money': 99.99908208847046, ',': 96.72405123710632, 'like': 99.99493360519409, 'advertising': 99.99523162841797, 'Conf': 60.01626253128052, 'idence': 99.9692440032959, ':': 79.57651019096375, '': 96.76469564437866, '1': 60.97328066825867, '0': 99.94094371795654, '%': 73.98558259010315, '</s>': 72.31307029724121}"
"What might happen if his groin is not healed in good time ?
Context: Bertrand Berry has been announced as out for this Sunday 's game with the New York Jets . Of course that comes as no surprise as he left the Washington game early and did not practice yesterday . His groin is now officially listed as partially torn .A. None of the above choices .
B. He will be used regardless because he can play his position even with a light injury
C. He will be benched for the rest of the season because of his injury
D. He will play through the injury because he is essential to the team
Answer and state your confidence in your answer as a percentage. Answer:",D,D. He will play through the injury because he is essential to the team. Confidence: 95%,D,95,70,"{'D': 69.75425481796265, '.': 66.97868704795837, 'He': 98.69627356529236, 'will': 99.97723698616028, 'play': 99.97989535331726, 'through': 99.99370574951172, 'the': 99.99858140945435, 'injury': 99.99792575836182, 'because': 99.96906518936157, 'he': 99.99682903289795, 'is': 99.9962568283081, 'essential': 99.99566078186035, 'to': 99.99672174453735, 'team': 99.99545812606812, 'Conf': 67.39956140518188, 'idence': 99.9903678894043, ':': 80.91092705726624, '': 98.08338284492493, '9': 49.83559250831604, '5': 39.41486179828644, '%': 76.28523707389832, '</s>': 60.091304779052734}"
"Why do you think the Cape is your favorite place in the world ?
Context: Last week my husband and I took our kids to my favorite place in the world : Cape Cod , specifically the North Truro / Provincetown area . I grew up going camping on the Cape , and pre - kids my husband and I would go there for romantic summer weekends . Those were awesome but it was equally awesome to introduce the kids to the Cape and see how much fun they had .A. None of the above choices .
B. I think it is down to the fact that the Cape is quiet and I like the peace and quiet
C. I think it is because I am familiar with it and because of the nostalgia I experience when I am at the Cape reminding me of my childhood
D. I think it may be because there is so much to do at the Cape there 's always something new to try
Answer and state your confidence in your answer as a percentage. Answer:",D,C. I think it is because I am familiar with it and because of the nostalgia I experience when I am at the Cape reminding me of my childhood. Confidence: 95%,C,95,76,"{'C': 76.25042796134949, '.': 40.452736616134644, 'I': 99.99666213989258, 'think': 97.41199612617493, 'it': 99.99276399612427, 'is': 99.73345994949341, 'because': 99.96353387832642, 'am': 99.99140501022339, 'familiar': 99.99384880065918, 'with': 99.99562501907349, 'and': 99.980229139328, 'of': 99.99905824661255, 'the': 99.9826729297638, 'nost': 99.99698400497437, 'alg': 99.99105930328369, 'ia': 99.99792575836182, 'experience': 99.99203681945801, 'when': 99.99426603317261, 'at': 99.9903678894043, 'Cape': 99.98372793197632, 'rem': 99.9488115310669, 'inding': 99.99973773956299, 'me': 99.99916553497314, 'my': 99.99004602432251, 'childhood': 99.99911785125732, 'Conf': 57.819706201553345, 'idence': 99.98823404312134, ':': 82.1775734424591, '': 97.8001594543457, '9': 55.957746505737305, '5': 42.4652099609375, '%': 79.03662323951721, '</s>': 71.92844152450562}"
