"
Context: HGH and steroid use is rampant in track , and , just like in most American professional sports , any incredible individual achievement is questioned immediately , which is a sad state of affairs . The fact that we , as a human population have to assume that someone is using steroids because of an outstanding feat is horrible . What about the people who actually train their hearts out to achieve the same success that the users are trying to achieve ? It is n't fair to the men and women that dedicate their lives to achieving glory the right way , hard work and determination .Why is HGH and steroid use rampant in track ?A. Because we have to assume that someone is using steroids because of an outstanding feat .
B. None of the above choices .
C. Because any incredible individual achievement is questioned immediately .
D. Because it 's an American professional sport .
Answer and state your confidence in your answer as a percentage. Answer:",D," B. None of the above choices. Confidence: 95%

**Explanation:**

The passage states that HGH and steroid use is rampant in track and that this leads to a culture of suspicion around incredible achievements.  

* **Option",B,95,42,"{'B': 42.34668016433716, '.': 99.80033040046692, 'None': 90.7136619091034, 'of': 91.30343198776245, 'the': 99.9642014503479, 'above': 99.35622215270996, 'choices': 99.85191226005554, 'Confidence': 31.860649585723877, ':': 98.33270907402039, '': 44.78153884410858, '9': 88.33158016204834, '5': 64.99286890029907, '%': 97.63604998588562, '**': 93.72674226760864, 'Explanation': 98.19530844688416, ':**': 97.87933230400085, 'The': 80.30105829238892, 'passage': 49.524977803230286, 'states': 35.60813665390015, 'that': 45.737746357917786, 'H': 85.70970892906189, 'GH': 99.99922513961792, 'and': 45.687535405159, 'steroid': 99.94646906852722, 'use': 99.9853253364563, 'is': 86.56949996948242, 'rampant': 73.84279370307922, 'in': 96.33364677429199, 'track': 99.94694590568542, 'this': 26.24833881855011, 'leads': 49.16507005691528, 'to': 99.5318055152893, 'a': 33.49340856075287, 'culture': 54.896336793899536, 'suspicion': 81.77666664123535, 'around': 45.05641460418701, 'incredible': 32.42228627204895, 'achievements': 96.90102934837341, '*': 58.14415216445923, 'Option': 32.76596665382385}"
"
Context: I posted a moment ago regarding a girl i 'd asked out at work and got some good advice . Basically , I asked this girl out at work and she said she would like to do something , but work made it difficult , although she did reinterate that she wanted to do something . This was a couple of weeks back now .Why do I keep saying that she reiterated that she wanted to do something ?A. Because I wanted to show off that she wanted me .
B. I wanted to let people know she loved me .
C. To let them know that she actually showed interest in me .
D. To make sure people knew that she was mine .
Answer and state your confidence in your answer as a percentage. Answer:",D," C. To let them know that she actually showed interest in me.

Confidence: 95%

Explanation:

The phrasing ""reiterated that she wanted to do something"" emphasizes the girl's initial positive response and her continued interest despite",C,95,60,"{'C': 59.54103469848633, '.': 62.387728691101074, 'To': 65.26352763175964, 'let': 99.98125433921814, 'them': 99.77600574493408, 'know': 99.99364614486694, 'that': 99.83043670654297, 'she': 99.99839067459106, 'actually': 99.99443292617798, 'showed': 99.99427795410156, 'interest': 57.589924335479736, 'in': 99.95054006576538, 'me': 99.9945878982544, '': 58.27676057815552, 'Confidence': 95.42909860610962, ':': 99.24486875534058, '9': 95.9502637386322, '5': 78.63900065422058, '%': 98.64389896392822, 'Explanation': 73.80154728889465, 'The': 63.45183849334717, 'phrasing': 23.25902134180069, '""': 99.8952865600586, 'reiter': 47.73550629615784, 'ated': 99.91841912269592, 'wanted': 99.99656677246094, 'to': 99.99732971191406, 'do': 99.99995231628418, 'something': 99.99966621398926, 'emphasizes': 53.89834642410278, 'the': 54.876893758773804, 'girl': 90.50958752632141, ""'"": 99.87316727638245, 's': 100.0, 'initial': 48.51272404193878, 'positive': 59.84495282173157, 'response': 99.84322190284729, 'and': 36.72870993614197, 'her': 21.528059244155884, 'continued': 69.7715699672699, 'despite': 57.39664435386658}"
"
Context: Wait for the red strip in the centre of the curler to go white ( approx . 20 seconds ) . Apply the head of the curler to the upper or lower eyelash ( it helps to wear mascara first ) .What would happen if one did not apply mascara first ?A. The mascara would not sit properly because the curler would already have changed the eyelash
B. It would be difficult to apply mascara afterwards once the curler was already set
C. It would take longer for the eyelash to properly set in place and appear full
D. The mascara would mess up the eyelash if applied after the curler
Answer and state your confidence in your answer as a percentage. Answer:",D," A. The mascara would not sit properly because the curler would already have changed the eyelash. Confidence: 95%

**Explanation:**

Here's why:

* **Curling Action:**  Eyelash curlers work by",A,95,55,"{'A': 54.95229959487915, '.': 32.20750093460083, 'The': 75.12509226799011, 'mascara': 99.85504746437073, 'would': 99.97995495796204, 'not': 99.94244575500488, 'sit': 99.97078776359558, 'properly': 99.98791217803955, 'because': 99.92996454238892, 'the': 99.91438388824463, 'cur': 99.95558857917786, 'ler': 99.9998927116394, 'already': 99.84092116355896, 'have': 99.98165965080261, 'changed': 99.53274726867676, 'eyelash': 99.75497126579285, 'Confidence': 60.44623255729675, ':': 46.10903859138489, '': 37.053731083869934, '9': 90.92145562171936, '5': 53.19948196411133, '%': 96.9710111618042, '**': 84.45685505867004, 'Explanation': 96.52853012084961, ':**': 99.43494200706482, 'Here': 53.83429527282715, ""'"": 99.82359409332275, 's': 99.99998807907104, 'why': 99.97608065605164, '*': 99.77394342422485, 'Cur': 44.253745675086975, 'ling': 53.36155295372009, 'Action': 39.950913190841675, 'Ey': 48.1901615858078, 'el': 99.993896484375, 'ash': 99.99994039535522, 'lers': 99.96045231819153, 'work': 76.89566612243652, 'by': 99.98553991317749}"
"
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .What may have happened our phone batteries were dead and we did not have a landline ?A. We may have lost the opportunity to buy .
B. We may have received a letter in the mail instead .
C. We may have been warned by an auction mediator .
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D," A. We may have lost the opportunity to buy.

Confidence: 95%

Explanation:

The context clearly states that the narrator was outbid and missed the opportunity to purchase the item.  The phone call from the bidder confirms this",A,95,78,"{'A': 78.41406464576721, '.': 96.14104628562927, 'We': 48.24152588844299, 'may': 99.9163269996643, 'have': 99.99116659164429, 'lost': 99.84667897224426, 'the': 95.69796323776245, 'opportunity': 92.93481707572937, 'to': 99.78779554367065, 'buy': 99.99973773956299, '': 45.09035646915436, 'Confidence': 98.09787273406982, ':': 99.7914731502533, '9': 98.66466522216797, '5': 78.45540642738342, '%': 99.39163327217102, 'Explanation': 58.81049036979675, 'The': 49.441683292388916, 'context': 66.37393832206726, 'clearly': 41.43993854522705, 'states': 84.54493284225464, 'that': 92.13508367538452, 'narrator': 32.80320167541504, 'was': 56.320720911026, 'out': 95.66829204559326, 'bid': 99.99673366546631, 'and': 29.692676663398743, 'missed': 40.95933735370636, 'purchase': 64.39236402511597, 'item': 99.64873790740967, 'phone': 14.412306249141693, 'call': 96.97737693786621, 'from': 25.610974431037903, 'bidder': 88.6574387550354, 'confirms': 69.21999454498291, 'this': 92.51628518104553}"
"
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .Why did we receive a call in wee hour ?A. It was too important to wait .
B. It was a life or death emergency situation .
C. None of the above choices .
D. Old people tend to get up too early .
Answer and state your confidence in your answer as a percentage. Answer:",D," A. It was too important to not wait.

Confidence: 95%

Explanation:

The context strongly suggests that the outbidding was a significant event that required immediate communication.  The phrase ""It was too important to wait""",A,95,46,"{'A': 45.72914242744446, '.': 99.83997941017151, 'It': 63.75453472137451, 'was': 99.99234676361084, 'too': 99.96861219406128, 'important': 99.97795224189758, 'to': 99.63290095329285, 'not': 60.42851209640503, 'wait': 98.24503660202026, '': 43.98220777511597, 'Confidence': 97.29946255683899, ':': 99.66705441474915, '9': 95.04505395889282, '5': 62.76907920837402, '%': 99.431711435318, 'Explanation': 58.0341100692749, 'The': 43.82174015045166, 'context': 86.36805415153503, 'strongly': 66.35910868644714, 'suggests': 71.82769179344177, 'that': 38.30264210700989, 'the': 97.96442985534668, 'out': 27.77320146560669, 'bid': 99.9871015548706, 'ding': 67.59288311004639, 'a': 88.39101791381836, 'significant': 87.16633319854736, 'event': 89.32217359542847, 'required': 36.5021288394928, 'immediate': 97.76248931884766, 'communication': 75.01833438873291, 'phrase': 42.651066184043884, '""': 99.9146819114685}"
"
Context: And so we bid ... .. And waited , and no one bid against us and we thought we had got them for sure ... .. But that was not the case ... . At around 1 in the morning we got a phone call form are wonderful bidder who told us we had been outbid ... . And so we asked him to bid higher ... .What may have happened our phone batteries were dead and we did not have a landline ?A. We may have received a letter in the mail instead .
B. We may have lost the bidding war .
C. We may have been warned by an auction mediator .
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D," B. We may have lost the bidding war.

Confidence: 95%

Explanation:

The context clearly states that the narrator thought they had won the bid but was later informed they had been outbid. This strongly suggests they lost the",B,95,72,"{'B': 71.7304527759552, '.': 98.4031617641449, 'We': 44.00523006916046, 'may': 99.85406398773193, 'have': 99.99008178710938, 'lost': 98.5929787158966, 'the': 99.59036707878113, 'bidding': 99.99984502792358, 'war': 99.95731711387634, '': 31.58538043498993, 'Confidence': 98.65395426750183, ':': 99.77391958236694, '9': 98.87935519218445, '5': 77.63474583625793, '%': 99.22276139259338, 'Explanation': 68.19656491279602, 'The': 98.66405129432678, 'context': 57.9797625541687, 'clearly': 72.22484946250916, 'states': 85.11410355567932, 'that': 96.42069339752197, 'narrator': 33.467474579811096, 'thought': 84.25931334495544, 'they': 62.511253356933594, 'had': 63.561421632766724, 'won': 97.42063283920288, 'bid': 99.99353885650635, 'but': 81.54454231262207, 'was': 34.38565135002136, 'later': 76.13462805747986, 'informed': 93.92227530479431, 'been': 99.90635514259338, 'out': 99.9661922454834, 'This': 69.35132145881653, 'strongly': 97.34386801719666, 'suggests': 93.26149821281433}"
"
Context: And we want as many of you to help as possible . Whatever you can afford , be it $ 30 or $ 500 . It all matters . Help AlterNet serve you and the rest of the people who depend upon us .Why does AlterNet need whatever money people can afford to give ?A. None of the above choices .
B. AlterNet wants to make money so they can fund their own endeavors
C. They want to raise money so their employees can get a bigger salary
D. They require donations to continue operating their business
Answer and state your confidence in your answer as a percentage. Answer:",D," D. They require donations to continue operating their business

Confidence: 99%

Explanation: The text explicitly states that donations are needed for AlterNet to ""serve you and the rest of the people who depend upon us."" This strongly suggests that",D,99,85,"{'D': 85.40501594543457, '.': 69.60530877113342, 'They': 90.36082029342651, 'require': 99.99295473098755, 'donations': 39.25856351852417, 'to': 98.6006498336792, 'continue': 99.99911785125732, 'operating': 99.99397993087769, 'their': 99.97802376747131, 'business': 99.20291304588318, '': 46.28596901893616, 'Confidence': 98.85483980178833, ':': 99.61090683937073, '9': 51.12672448158264, '%': 98.83183240890503, 'Explanation': 62.65702247619629, 'The': 59.54190492630005, 'text': 41.44852161407471, 'explicitly': 47.75601029396057, 'states': 99.86856579780579, 'that': 87.53340244293213, 'are': 81.62716031074524, 'needed': 83.08649063110352, 'for': 79.2726993560791, 'Alter': 99.73481893539429, 'Net': 99.95880722999573, '""': 90.61124920845032, 'serve': 97.52864241600037, 'you': 93.4308111667633, 'and': 99.43280816078186, 'the': 99.9930739402771, 'rest': 99.99998807907104, 'of': 99.98594522476196, 'people': 99.99998807907104, 'who': 99.81046915054321, 'depend': 99.99978542327881, 'upon': 99.96390342712402, 'us': 99.93670582771301, '.""': 79.67495322227478, 'This': 87.05856204032898, 'strongly': 82.6106607913971, 'suggests': 53.618019819259644}"
"
Context: And we want as many of you to help as possible . Whatever you can afford , be it $ 30 or $ 500 . It all matters . Help AlterNet serve you and the rest of the people who depend upon us .Why does AlterNet need whatever money people can afford to give ?A. They want to raise money so their employees can get a bigger salary
B. AlterNet wants to make money so they can fund their own endeavors
C. The require donations to continue their operations and not to have to shut down or find other more intrusive ways of making money , like advertising
D. None of the above choices .
Answer and state your confidence in your answer as a percentage. Answer:",D," C. The require donations to continue their operations and not to have to shut down or find other more intrusive ways of making money , like advertising. Confidence: 95%

**Explanation:**

The text explicitly states that donations are needed to help",C,95,80,"{'C': 80.47013282775879, '.': 24.121953547000885, 'The': 99.31069016456604, 'require': 99.30835962295532, 'donations': 51.72004699707031, 'to': 79.65353727340698, 'continue': 99.93306398391724, 'their': 99.98412132263184, 'operations': 99.99940395355225, 'and': 99.85325336456299, 'not': 99.9566376209259, 'have': 99.9998927116394, 'shut': 99.98394250869751, 'down': 99.99516010284424, 'or': 99.8543381690979, 'find': 99.90103244781494, 'other': 99.88760352134705, 'more': 99.9355137348175, 'intrusive': 99.97525811195374, 'ways': 99.99532699584961, 'of': 99.97528195381165, 'making': 99.99996423721313, 'money': 99.94439482688904, ',': 96.99860215187073, 'like': 99.91527795791626, 'advertising': 99.97250437736511, 'Confidence': 41.70589745044708, ':': 97.14803099632263, '': 78.71227264404297, '9': 98.94847273826599, '5': 78.5729706287384, '%': 97.94904589653015, '**': 61.20229363441467, 'Explanation': 98.87937903404236, ':**': 97.66353368759155, 'text': 52.40597724914551, 'explicitly': 43.84474754333496, 'states': 99.59877133369446, 'that': 84.10803079605103, 'are': 43.70566010475159, 'needed': 93.17742586135864, 'help': 50.525963306427}"
"
Context: Bertrand Berry has been announced as out for this Sunday 's game with the New York Jets . Of course that comes as no surprise as he left the Washington game early and did not practice yesterday . His groin is now officially listed as partially torn .What might happen if his groin is not healed in good time ?A. None of the above choices .
B. He will be used regardless because he can play his position even with a light injury
C. He will be benched for the rest of the season because of his injury
D. He will play through the injury because he is essential to the team
Answer and state your confidence in your answer as a percentage. Answer:",D," D. He will play through the injury because he is essential to the team. Confidence: 80%

**Explanation:**

While it's possible he could be benched, it's more likely he'll try to play through",D,80,44,"{'D': 44.48923468589783, '.': 31.363630294799805, 'He': 78.15461754798889, 'will': 99.98372793197632, 'play': 99.083811044693, 'through': 99.35362339019775, 'the': 99.96119141578674, 'injury': 99.99955892562866, 'because': 99.89803433418274, 'he': 51.117390394210815, 'is': 99.97532963752747, 'essential': 99.98507499694824, 'to': 99.34357404708862, 'team': 99.88967180252075, 'Confidence': 54.909271001815796, ':': 98.49067330360413, '': 93.10780167579651, '8': 43.78367364406586, '0': 87.27474212646484, '%': 97.68319725990295, '**': 64.08698558807373, 'Explanation': 97.63799905776978, ':**': 97.94681668281555, 'While': 41.80023670196533, 'it': 45.86849808692932, ""'"": 92.3601746559143, 's': 99.9998927116394, 'possible': 34.25516486167908, 'could': 88.04062008857727, 'be': 92.36807227134705, 'ben': 98.18156957626343, 'ched': 100.0, ',': 34.293875098228455, 'more': 70.57338356971741, 'likely': 98.20665121078491, 'll': 86.24510169029236, 'try': 52.897071838378906}"
"
Context: Last week my husband and I took our kids to my favorite place in the world : Cape Cod , specifically the North Truro / Provincetown area . I grew up going camping on the Cape , and pre - kids my husband and I would go there for romantic summer weekends . Those were awesome but it was equally awesome to introduce the kids to the Cape and see how much fun they had .Why do you think the Cape is your favorite place in the world ?A. None of the above choices .
B. I think it is down to the fact that the Cape is quiet and I like the peace and quiet
C. I think it is because I am familiar with it and because of the nostalgia I experience when I am at the Cape reminding me of my childhood
D. I think it may be because there is so much to do at the Cape there 's always something new to try
Answer and state your confidence in your answer as a percentage. Answer:",D," C. I think it is because I am familiar with it and because of the nostalgia I experience when I am at thethe Cape reminding me of my childhood. Confidence: 95%

**Explanation:**

The text strongly emphasizes the author'",C,95,58,"{'C': 58.27627778053284, '.': 40.09426534175873, 'I': 99.98610019683838, 'think': 99.73810315132141, 'it': 99.97153878211975, 'is': 99.9352514743805, 'because': 99.99237060546875, 'am': 99.9920129776001, 'familiar': 99.98294115066528, 'with': 99.9761164188385, 'and': 99.91256594657898, 'of': 99.93788003921509, 'the': 99.56352114677429, 'nostalgia': 99.54404830932617, 'experience': 99.95662569999695, 'when': 99.94974136352539, 'at': 99.96761083602905, 'Cape': 98.89604449272156, 'reminding': 99.62682127952576, 'me': 99.95259046554565, 'my': 99.97592568397522, 'childhood': 99.94471669197083, 'Confidence': 52.11581587791443, ':': 98.40673208236694, '': 90.33821821212769, '9': 94.7401225566864, '5': 81.14070296287537, '%': 96.09851837158203, '**': 47.09556698799133, 'Explanation': 98.32808375358582, ':**': 97.5260317325592, 'The': 99.1024374961853, 'text': 59.747833013534546, 'strongly': 32.28732645511627, 'emphasizes': 60.44197678565979, 'author': 79.84262704849243, ""'"": 99.99507665634155}"
